"wp_id","slug","name","developer","community","completion_date","project_price","project_status","amenities_title","amenities_content","amenities_count","types_count","types_title","payment_count","payment_title","payments_accept_title","overview_content","archive_name","view_count"
"319221","aurel1a-residence-at-dubai-sports-city","AUREL1A Residence at Dubai Sports City","Select Developer","Sports City Dubai",NULL,,"New Launch",,,,,,,,,"<ul class=""live"">
 	<li>Studio, 1 &amp; 2 Bedroom Apartment</li>
 	<li>64/36 Payment Plan</li>
 	<li>Starting Price AED 633,000</li>
 	<li>Located at Sports City Dubai</li>
 	<li>Developed by Object 1</li>
</ul>","AUREL1A Residence at Sports City Dubai","13744"
"319355","maldives-at-damac-islands-in-dubailand","Maldives at Damac Islands in Dubai","Damac Properties","Dubailand",NULL,,"New Launch",,,,,,,,,"<ul class=""live"">
 	<li>7 Bedroom Mansion</li>
 	<li>Starting Price AED 18.6 M</li>
 	<li>Located at Dubailand</li>
 	<li>Developed by Damac Properties</li>
</ul>","Maldives at Damac Islands by Damac","13847"
"319424","reportage-tower-at-al-maryah-island-abu-dhabi","Reportage Tower at Al Maryah Island, Abu Dhabi","Select Developer","Akoya Damac Hills",NULL,NULL,"New Launch",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"<ul class=""live"">
 	<li>2 &amp; 3 Bedroom Apartment</li>
 	<li>4 Bedroom Penthouse</li>
 	<li>4 &amp; 5  Bedroom Townhouse</li>
 	<li>Starting From AED 2,100,000</li>
 	<li>Located at Al Maryah Island</li>
 	<li>Developed By Reportage Properties</li>
</ul>",NULL,"2759"
"319505","olfah-at-sharjah-alef-group","Olfah at Sharjah - Alef Group","Select Developer","Akoya Damac Hills",NULL,NULL,"New Launch",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"<ul class=""live"">
 	<li>1, 2 &amp; 3 Bedroom Apartment</li>
 	<li>Located at Sharjah</li>
 	<li>Developed By Alef Group</li>
</ul>","Olfah at Sharjah by Alef Group","2167"
"319507","sama-residence-by-alef-group-at-sharjah","Sama Residence by Alef Group at Sharjah","Select Developer","Akoya Damac Hills",NULL,NULL,"New Launch",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"<ul class=""live"">
 	<li>1 &amp; 2 Bedroom Apartment</li>
 	<li>Located at Sharjah</li>
 	<li>Developed By Alef Group</li>
</ul>","Sama Residence by Alef Group at Sharjah","1675"
"319598","marina-cove-at-dubai-marina-emaar-properties","Marina Cove by Emaar at Dubai Marina","Emaar Properties","Dubai Marina",NULL,,"New Launch",,,,,,,,,"<ul class=""live"">
 	<li>1, 2, 3 &amp; 4 Bedroom Apartments</li>
 	<li>80/20 Payment Plan</li>
 	<li>Starting Price AED 2.03 M</li>
 	<li>Located at Dubai Marina</li>
 	<li>Developed by Emaar Properties</li>
</ul>","Marina Cove by Emaar","12385"
"319678","binghatti-hillviews-at-dubai-science-park","Binghatti Hillviews at Dubai Science Park","Binghatti Developers","Dubai Science Park",NULL,,"New Launch",,,,,,,,,"<ul class=""live"">
 	<li>Studio, 1 &amp; 2 Bedroom Apartment</li>
 	<li>Starting From AED 800,000</li>
 	<li>20% Down Payment</li>
 	<li>Located at Dubai Science Park</li>
 	<li>Developed by Binghatti Developers</li>
</ul>","Binghatti Hillviews at Dubai Science Park","15521"
"319833","maryam-gate-residences-by-eagle-hills","Maryam Gate Residences by Eagle Hills","Select Developer","Akoya Damac Hills",NULL,NULL,"New Launch",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"<ul class=""live"">
 	<li>Studio, 1, 2 &amp; 3 Bedroom Apartment</li>
 	<li>10% Down Payment</li>
 	<li>Starting From AED 379,888</li>
 	<li>Located at Maryam Island</li>
 	<li>Developed By Eagle Hills</li>
</ul>","Maryam Gate Residences at Maryam Island, Sharjah","1749"
"319976","verano-at-dubai-studio-city","Verano at Dubai Studio City","Prescott Real Estate Development","Sports City Dubai",,,"New Launch",,,,,,,,,"<ul class=""live"">
 	<li>Located at Dubai Sports City</li>
 	<li>Developed by Prescott Real Estate Development</li>
</ul>","Verano at Dubai Studio City","13170"
"319978","muraba-veil-at-al-wasl-jumeirah-dubai","Muraba Veil at Al Wasl, Jumeirah Dubai","Select Developer","Al Wasl Dubai",NULL,,"New Launch",,,,,,,,,"<ul class=""live"">
 	<li>2, 3 &amp; 4 Bedroom Apartment</li>
 	<li>10% Down Payment</li>
 	<li>Located at Al Wasl</li>
 	<li>Developed by Muraba</li>
</ul>","Muraba Veil at Al Wasl, Jumeirah Dubai","13386"
"319999","the-highgrove-by-ellington-at-meydan","The Highgrove by Ellington at Meydan","Ellington","Meydan Dubai",NULL,,"New Launch",,,,,,,,,"<ul class=""live"">
 	<li>1, 2, 3 &amp; 4 Bedroom Apartment</li>
 	<li>70/30 Payment Plan</li>
 	<li>Starting Price AED 1907888</li>
 	<li>Located at MBR City Dubai</li>
 	<li>Developed by Ellington Properties</li>
</ul>","The Highgrove at MBR City","13625"
"320246","woroud-3-by-sharjah-holding-at-al-zahia","Woroud 3 by Sharjah Holding at Al Zahia","Select Developer","Akoya Damac Hills",NULL,NULL,"New Launch",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"<ul class=""live"">
 	<li>Studio, 1 &amp; 2 Bedroom Apartment</li>
 	<li>3 Bedroom Penthouse</li>
 	<li>Starting From AED 419,000</li>
 	<li>Located at Al Zahia</li>
 	<li>Developed By Sharjah Holding</li>
</ul>","Woroud 3 at Al Zahia, Sharjah","1879"
"320490","pg-maison-at-al-furjan-dubai","PG Maison at Al Furjan, Dubai","Select Developer","Al Furjan",NULL,,"New Launch",,,,,,,,,"<ul class=""live"">
 	<li>2 Bedroom Apartment</li>
 	<li>10% Down Payment</li>
 	<li>Starting Price AED 1,499,999</li>
 	<li>Located at Al Furjan</li>
 	<li>Developed by PG Living</li>
</ul>","PG Maison at Al Furjan Dubai","13322"
"320536","verdana-residence-10-at-dubai-investment-park","Verdana Residence 10 at Dubai Investment Park","Reportage Properties","Dubai Investment Park",NULL,,"New Launch",,,,,,,,,"<ul class=""live"">
 	<li>Studio,  1, 2 &amp; 3 Bedroom Apartment</li>
 	<li>2, 3 &amp; 4 Bedroom Townhouse</li>
 	<li>Starting From AED 500,000</li>
 	<li>Located at Dubai Investment Park</li>
 	<li>Developed by Reportage Properties</li>
</ul>","Verdana Residence 10 at Dubai Investment Park","14042"
"320870","samana-rome-2-at-meydan-district-11-dubai","Samana Rome 2 at Meydan District 11, Dubai","Samana Developers","Meydan Dubai",NULL,,"New Launch",,,,,,,,,"<ul class=""live"">
 	<li>1 &amp; 2 Bedroom Apartment</li>
 	<li>Located at Meydan Dubai</li>
 	<li>Developed by Samana Developers</li>
</ul>","Samana Rome 2 at Meydan District 11","13316"
"320892","ocean-tower-at-dubai-islands","Ocean Tower at Dubai Islands","Select Developer","Dubai Islands",NULL,,"New Launch",,,,,,,,,"<ul class=""live"">
 	<li>1, 2 &amp; 3 Bedroom Apartment</li>
 	<li>Located at Dubai Islands</li>
 	<li>Developed by Al Ansari Group</li>
</ul>","Ocean Tower at Dubai Islands","13833"
"320956","samana-rome-2-at-meydan-district-11-dubai-2","Sunset Grove Homes at JVC, Dubai","Select Developer","JVC",NULL,,"New Launch",,,,,,,,,"<ul class=""live"">
 	<li>4 Bedroom Villa</li>
 	<li>20% Down Payment</li>
 	<li>50/50 Payment Plan</li>
 	<li>Located at JVC</li>
 	<li>Developed by SNK Properties</li>
</ul>","Sunset Grove Homes at JVC","13414"
"321104","w-the-residences-at-jumeirah-lake-towers","W The Residences at Jumeirah Lake Towers","Signature Developers","JLT",NULL,,"New Launch",,,,,,,,,"<ul class=""live"">
 	<li>1, 2 &amp; 3 Bedroom Apartment</li>
 	<li>Starting From AED 2,198,331</li>
 	<li>20% Down Payment</li>
 	<li>Located at JLT</li>
 	<li>Developed by Signature Developers</li>
</ul>","W The Residences at Jumeirah Lake Towers","13594"
"321153","grand-polo-club-resort-by-emaar-in-dubai","Grand Polo Club & Resort by Emaar in Dubai","Emaar Properties","Akoya Damac Hills",NULL,,"New Launch",,,,,,,,,"<ul class=""live"">
 	<li>Located at Grand Polo Club &amp; Resort</li>
 	<li>Developed by Emaar Properties</li>
</ul>","Grand Polo Club & Resort by Emaar in Dubai","14858"
"321182","la-mazzoni-at-al-marjan-island-rak","La Mazzoni at Al Marjan Island, RAK","Emaar Properties","Akoya Damac Hills",NULL,NULL,"New Launch",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"<ul class=""live"">
 	<li>Located at Al Marjan</li>
 	<li>Developed By The Luxe Developers</li>
</ul>",NULL,"3936"
"321204","pelagos-by-igo-at-dubai-marina","Pelagos by IGO at Dubai Marina","Select Developer","Dubai Marina",NULL,,"Under Construction",,,,,,,,,"<ul class=""live"">
 	<li>Studio, 1, 2 &amp; 3 Bedroom Apartment</li>
 	<li>Staring From AED 1,200,000</li>
 	<li>Located at Dubai Marina</li>
 	<li>Developed by IGO</li>
</ul>","Pelagos by IGO at Dubai Marina","13665"
"321507","the-alba-residences-dorchester-collection","The Alba Residences Dorchester Collection","OMNIYAT","Palm jumeirah",NULL,,"New Launch",,,,,,,,,"<ul class=""live"">
 	<li>2 &amp; 3 Bedroom Apartment</li>
 	<li>50/50 Payment Plan</li>
 	<li>Starting Price AED 21 M</li>
 	<li>Located at Palm Jumeirah</li>
 	<li>Developed by Omniyat</li>
</ul>","The Alba Residences Dorchester Collection at Palm Jumeirah","13693"
"321561","avenue-residence-8-at-al-furjan","Avenue Residence 8 at Al Furjan","Select Developer","Al Furjan",NULL,,"New Launch",,,,,,,,,"<ul class=""live"">
 	<li>Located at Al Furjan</li>
 	<li>Developed by NABNI Development</li>
</ul>","Avenue Residence 8 at Al Furjan","12521"
"321873","eden-house-dubai-hills-estate-by-hh-development","Eden House at Dubai Hills Estate","Select Developer","Dubai Hills Estate",NULL,,"New Launch",,,,,,,,,"<ul class=""live"">
 	<li>Located at Dubai Hills Estate</li>
 	<li>Developed by H&amp;H Development</li>
</ul>","Eden House at Dubai Hills Estate","11598"
"321996","berkshire-at-town-square-park-dubai","Berkshire at Town Square Park, Dubai","Nshama","Town Square",NULL,,"New Launch",,,,,,,,,"<ul class=""live"">
 	<li>1, 2 &amp; 3 Bedroom Apartment</li>
 	<li>Starting From AED 925,888</li>
 	<li>10% Down Payment</li>
 	<li>Located at Tower Square Dubai</li>
 	<li>Developed by Nshama Developers</li>
</ul>","Berkshire at Town Square Park, Dubai","13300"
"322156","the-hillgate-by-ellington-at-dubai-silicon-oasis","The Hillgate by Ellington at Dubai Silicon Oasis","Ellington","Dubai Silicon Oasis",NULL,,"New Launch",,,,,,,,,"<ul class=""live"">
 	<li>Studio, 1, 2 &amp; 3 Bedroom Apartment</li>
 	<li>70/30 Payment Plan</li>
 	<li>Starting Price AED 1.3 M</li>
 	<li>Located at Dubai Silicon Oasis</li>
 	<li>Developed by Ellington Properties</li>
</ul>","The Hillgate by Ellington at Dubai Silicon Oasis","14328"
"322287","sidr-residences-at-expo-city-dubai-south","Sidr Residences at Expo City Dubai South","Expo Dubai Group","Expo City Dubai",NULL,,"New Launch",,,,,,,,,"<ul class=""live"">
 	<li>1, 2, 3 &amp; 4 Bedroom Apartment</li>
 	<li>Starting From AED 1,880,000</li>
 	<li>70/30 Post Handover</li>
 	<li>Located at Expo City Dubai South</li>
 	<li>Developed by Expo City Group</li>
</ul>","Sidr Residences at Expo City Dubai South","13528"
"322549","lacina-residences-at-ghaf-woods-phase-2","Lacina Residences at Ghaf Woods Phase 2","Majid Al Futtaim","Ghaf Woods",NULL,,"New Launch",,,,,,,,,"<ul class=""live"">
 	<li>1, 2 &amp; 3 Bedroom Apartment</li>
 	<li>Located at Ghaf Woods</li>
 	<li>Developed by Majid Al Futtaim</li>
</ul>","Lacina Residences at Ghaf Woods Phase 2","13443"
"322628","maysan-at-reem-island-abu-dhabi","Maysan at Reem Island, Abu Dhabi","Select Developer","Akoya Damac Hills",NULL,NULL,"New Launch",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"<ul class=""live"">
 	<li>3 &amp; 4 Bedroom Townhouse</li>
 	<li>3 &amp; 4 Bedroom Maisonette</li>
 	<li>Located at Al Reem Island</li>
 	<li>Developed by Modon Properties</li>
</ul>",NULL,"2515"
"322630","cove-edition-2-by-imtiaz","Cove Edition 2 by Imtiaz","Imtiaz Developments","Dubailand",NULL,,"New Launch",,,,,,,,,"<ul class=""live"">
 	<li>Studio, 1 &amp; 2 Bedroom Apartment</li>
 	<li>20% Down Payment</li>
 	<li>Located at Dubailand</li>
 	<li>Developed by Imtiaz Developments</li>
</ul>","Cove Edition 2 by Imtiaz at Dubailand","13072"
"322729","beach-walk-residence-3-at-dubai-islands","Beach Walk Residence 3 at Dubai Islands","Imtiaz Developments","Dubai Islands",NULL,,"New Launch",,,,,,,,,"<ul class=""live"">
 	<li>1 &amp; 2 Bedroom Apartment</li>
 	<li>3 Bedroom Penthouse</li>
 	<li>60/40 Payment Plan</li>
 	<li>Located at Dubai Islands</li>
 	<li>Developed by Imtiaz Developments</li>
</ul>"," Beach Walk Residence 3 at Dubai Islands","13195"
"322790","cove-edition-at-dubailand-by-imtiaz","Cove Edition at Dubailand by Imtiaz","Imtiaz Developments","Dubailand",NULL,,"New Launch",,,,,,,,,"<ul class=""live"">
 	<li>Studio, 1 &amp; 2 Bedroom Apartment</li>
 	<li>Located at Dubailand</li>
 	<li>Developed by Imtiaz Developments</li>
</ul>","Cove Edition by Imtiaz at Dubailand","13379"
"322815","marina-life-at-dubai-islands","Marina Life at Dubai Islands","Select Developer","Dubai Islands",NULL,,"New Launch",,,,,,,,,"<ul class=""live"">
 	<li>1 to 4 Bedroom Apartment</li>
 	<li>60/40 Payment Plan</li>
 	<li>Located at Dubai Islands</li>
 	<li>Developed by Tarrad Developments</li>
</ul>","Marina Life at Dubai Islands","13209"
"322891","cove-by-imtiaz-at-dubailand","Cove by Imtiaz at Dubailand","Imtiaz Developments","Dubailand",NULL,,"New Launch",,,,,,,,,"<ul class=""live"">
 	<li>Studio, 1 &amp; 2 Bedroom Apartment</li>
 	<li>Starting From AED 580,000</li>
 	<li>20% Down Payment</li>
 	<li>Located at Dubailand</li>
 	<li>Developed by Imtiaz Developments</li>
</ul>","Cove by Imtiaz at Dubailand","13061"
"322938","pearl-house-2-at-jvc","Pearl House 2 at JVC","Imtiaz Developments","JVC",NULL,,"New Launch",,,,,,,,,"<ul class=""live"">
 	<li>Studio &amp; 1 Bedroom Apartment</li>
 	<li>50/50 Payment Plan</li>
 	<li>Starting From AED 556,533</li>
 	<li>Located in JVC</li>
 	<li>Developed By Imtiaz Developments</li>
</ul>","Pearl House 2 at JVC by Imtiaz Developments Dubai","9614"
"323308","cove-edition-3-at-dubailand-by-imtiaz","Cove Edition 3 at Dubailand by Imtiaz","Imtiaz Developments","Dubailand",NULL,,"New Launch",,,,,,,,,"<ul class=""live"">
 	<li>Studio, 1 &amp; 2 Bedroom Apartment</li>
 	<li>20% On Booking</li>
 	<li>Starting Price AED 610,000</li>
 	<li>Located at Dubailand</li>
 	<li>Developed by Imtiaz Developments</li>
</ul>","Cove Edition 3 by Imtiaz at Dubailand","13482"
"323620","thoraya-at-reem-island-abu-dhabi","Thoraya at Reem Island, Abu Dhabi","Select Developer","Akoya Damac Hills",NULL,NULL,"New Launch",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"<ul class=""live"">
 	<li>3 &amp; 4 Bedroom Townhouse</li>
 	<li>50/50 Payment Plan</li>
 	<li>Starting From AED 3,700,000</li>
 	<li>Located at Al Reem Island</li>
 	<li>Developed by Modon Properties</li>
</ul>",NULL,"2583"
"323680","mayar-at-reem-island-abu-dhabi","Mayar at Reem Island, Abu Dhabi","Select Developer","Akoya Damac Hills",NULL,NULL,"New Launch",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"<ul class=""live"">
 	<li>3 &amp; 4 Bedroom Maisonette</li>
 	<li>40/60 Payment Plan</li>
 	<li>Starting From AED 3,300,000</li>
 	<li>Located at Al Reem Island</li>
 	<li>Developed by Modon Properties</li>
</ul>",NULL,"2613"
"323743","binghatti-elite-at-dubai-production-city","Binghatti Elite at Dubai Production City","Binghatti Developers","Dubai Production City",NULL,,"New Launch",,,,,,,,,"<ul class=""live"">
 	<li>Studio &amp; 1 Bedroom Apartment</li>
 	<li>Located at Dubai Production City</li>
 	<li>Developed by Binghatti Developers</li>
</ul>","Binghatti Elite at Dubai Production City","14455"
"324136","interstellar-tower-at-jvt-dubai","Interstellar Tower at JVT, Dubai","Select Developer","JVT",,,"New Launch",,,,,,,,,"<ul class=""live"">
 	<li>2 &amp; 3 Bedroom Apartment</li>
 	<li>40/60 Payment Plan</li>
 	<li>Located at JVT</li>
 	<li>Developed by Mr Eight Development</li>
</ul>","Interstellar Tower at JVT","14221"
"324303","villa-del-divos-at-dubai-islands","Villa del DIVOS at Dubai Islands","Select Developer","Dubai Islands",NULL,,"New Launch",,,,,,,,,"<ul class=""live"">
 	<li>Located at Dubai Islands</li>
 	<li>Developed by Mr Eight Development</li>
</ul>","Villa del DIVOS at Dubai Islands","13387"
"324345","mykos-at-dubai-islands","MYKOS at Dubai Islands","Select Developer","Dubai Islands",NULL,,"New Launch",,,,,,,,,"<ul class=""live"">
 	<li>Located at Dubai Islands</li>
 	<li>Developed by Mr. Eight Development</li>
</ul>","MYKOS at Dubai Islands","13112"
"324409","sunshine-bay-at-al-marjan-sof","Sunshine Bay at Al Marjan - SOF","Emaar Properties","Akoya Damac Hills",NULL,NULL,"New Launch",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"<ul class=""live"">
 	<li>Studio, 1 &amp; 2 Bedroom Apartment</li>
 	<li>60/40 Payment Plan</li>
 	<li>Starting Price AED 980,000</li>
 	<li>Located at Al Marjan Island</li>
 	<li>Developed By Source Of Fate Properties</li>
</ul>",NULL,"3890"
"324411","blossom-76-at-jvc-dubai","Blossom 76 at JVC, Dubai","Select Developer","JVC",NULL,,"New Launch",,,,,,,,,"<ul class=""live"">
 	<li>Located at JVC</li>
 	<li>Developed by Tranquil Developers</li>
</ul>","Blossom 76 at JVC, Dubai","13122"
"324491","greenville-2-at-emaar-south-dubai","Greenville 2 at Emaar South, Dubai","Emaar Properties","Emaar South",NULL,,"New Launch",,,,,,,,,"<ul class=""live"">
 	<li>3 &amp; 4 Bedroom Townhouse</li>
 	<li>10% Down Payment</li>
 	<li>Starting Price AED 3.2 M</li>
 	<li>Located at Dubai South</li>
 	<li>Developed by Emaar Properties</li>
</ul>","Greenville 2 by Emaar at Dubai South","12108"
"325111","dar-global-villas-at-jumeirah-golf-estates","Dar Global Villas at Jumeirah Golf Estates","Select Developer","Jumeirah Golf Estates",NULL,,"New Launch",,,,,,,,,"<ul class=""live"">
 	<li>Located at Jumeirah Golf Estates</li>
 	<li>Developed by Dar Global</li>
</ul>","Dar Global Villas at Jumeirah Golf Estates","13343"
"325129","radiant-marina-towers-at-al-reem-island","Radiant Marina Towers at Al Reem Island","Select Developer","Akoya Damac Hills",NULL,NULL,"New Launch",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"<ul class=""live"">
 	<li>Studio, 1, 2 &amp; 3 Bedroom Apartment</li>
 	<li>Starting From AED 610K</li>
 	<li>10% Down Payment</li>
 	<li>Located at Al Reem Island</li>
 	<li>Developed by Radiant Real Estate</li>
</ul>",NULL,"2919"
"325372","one-park-square-at-jvc-by-iman-developers","One Park Square at JVC by Iman Developers","Iman Developers","JVC",NULL,,"New Launch",,,,,,,,,"<ul class=""live"">
 	<li>Located at Jumeirah Village Circle</li>
 	<li>Developed by Iman Developers</li>
</ul>","One Park Square at Jumeirah Village Circle","13264"
"325383","rivage-at-reem-island-abu-dhabi","Rivage at Reem Island, Abu Dhabi","Deyaar","Akoya Damac Hills",NULL,NULL,"New Launch",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"<ul class=""live"">
 	<li>1, 2 &amp; 3 Bedroom Apartment</li>
 	<li>Located at Al Reem Island</li>
 	<li>Developed by Deyaar</li>
</ul>",NULL,"2678"
"325778","a-new-phase-on-palm-jebel-ali-villas-by-nakheel","A New Phase on Palm Jebel Ali Villas By Nakheel","Nakheel","Palm Jebel Ali",NULL,,"New Launch",,,,,,,,,"<ul class=""live"">
 	<li>5, 6 &amp; 7 Bedroom Villas</li>
 	<li>80/20 Payment Plan</li>
 	<li>Starting Price AED 20 M</li>
 	<li>Located at Jebel Ali</li>
 	<li>Developed by Nakheel</li>
</ul>","A New Phase on Palm Jebel Ali Villas by Nakheel","11716"
"325826","monaco-mansions-at-azizi-venice-dubai-south","Monaco Mansions at Azizi Venice - Dubai South","Azizi Developments","Dubai South",NULL,,"New Launch",,,,,,,,,"<ul class=""live"">
 	<li>Villa Plots</li>
 	<li>Starting Price AED 45,000,000</li>
 	<li>Located at Dubai South</li>
 	<li>Developed by Azizi Developments</li>
</ul>","Monaco Mansions at Dubai South by Azizi Developments","14105"
"326058","bliss-homes-by-rashed-al-jabri-development","Bliss Homes by Rashed Al Jabri Development","Select Developer","Dubailand",NULL,,"New Launch",,,,,,,,,"<ul class=""live"">
 	<li>1 &amp; 2 Bedroom Apartment</li>
 	<li>20% Down payment</li>
 	<li>Starting From AED 973K</li>
 	<li>Located at Wadi Al Safa 5</li>
 	<li>Developed by Rashed Al Jabri Development</li>
</ul>","Bliss Homes at Wadi Al Safa 5 Dubailand","13652"
"326103","maison-elysee-3-at-jvc-dubai","Maison Elysee 3 at JVC, Dubai","Pantheon Development","JVC",NULL,,"New Launch",,,,,,,,,"<ul class=""live"">
 	<li>Studio,  1 &amp; 2 Bedroom Apartment</li>
 	<li>Starting From AED 699,900</li>
 	<li>20% Down Payment</li>
 	<li>Located at JVC</li>
 	<li>Developed by Pantheon Development</li>
</ul>","Maison Elysee 3 at JVC, Dubai","13476"
"326147","empire-lakeview-at-liwan-dubai","Empire Lakeviews at Liwan Dubai","Select Developer","Dubailand",NULL,,"New Launch",,,,,,,,,"<ul class=""live"">
 	<li>Studio, 1, 2 &amp; 3 Bedroom Apartment</li>
 	<li>20% Down payment</li>
 	<li>Starting From AED 600,000</li>
 	<li>Located at Liwan Dubai</li>
 	<li>Developed by Empire Development</li>
</ul>","Empire Lakeviews at Liwan Dubai","14218"
"326297","emerald-residences-at-mbr-city","Emerald Residences At MBR City","Select Developer","Mohammad Bin Rashid City",NULL,,"New Launch",,,,,,,,,"<ul class=""live"">
 	<li>Located at MBR City</li>
 	<li>Developed by Sido Development</li>
</ul>","Emerald Residences at MBR City Dubai","13136"
"326306","serenova-at-dubai-silicon-oasis","Serenova at Dubai Silicon Oasis","Select Developer","Dubai Silicon Oasis",NULL,,"New Launch",,,,,,,,,"<ul class=""live"">
 	<li>Studio, 1, 2 &amp; 3 Bedroom Apartment</li>
 	<li>Located at Dubai Silicon Oasis</li>
 	<li>Developed by POB1 Properties</li>
</ul>","Serenova at Dubai Silicon Oasis","13565"
"326324","mews-mansions-at-meydan-dubai","Mews Mansions at Meydan Dubai","Select Developer","Meydan Dubai",NULL,,"New Launch",,,,,,,,,"<ul class=""live"">
 	<li>5 Bedroom Villa</li>
 	<li>Located at Meydan Dubai</li>
 	<li>Developed by Al Ali Property Investment</li>
</ul>","Mews Mansions at Meydan Dubai","12966"
"326369","the-baltimore-by-nshama-at-town-square","The Baltimore by Nshama at Town Square","Nshama","Town Square",NULL,,"New Launch",,,,,,,,,"<ul class=""live"">
 	<li>Located at Town Square</li>
 	<li>Developed by Nshama</li>
</ul>","The Baltimore by Nshama at Town Square Dubai","13243"
"326372","77-boulevard-at-jvc-dubai","77 Boulevard at JVC, Dubai","Select Developer","JVC",NULL,,"New Launch",,,,,,,,,"<ul class=""live"">
 	<li>Located at JVC Dubai</li>
 	<li>Developed by Bam Real Estate Development</li>
</ul>","77 Boulevard at Jumeirah Village Circle","13182"
"326501","lexington-by-nshama-at-town-square","Lexington by Nshama at Town Square","Nshama","Town Square",NULL,,"New Launch",,,,,,,,,"<ul class=""live"">
 	<li>1, 2 &amp; 3 Bedroom Apartment</li>
 	<li>10% Down Payment</li>
 	<li>Starting Price AED 915,888</li>
 	<li>Located at Town Square</li>
 	<li>Developed by Nshama</li>
</ul>","Lexington by Nshama at Town Square Dubai","13205"
"326657","eden-house-marasi-at-business-bay-dubai","Eden House Marasi at Business Bay, Dubai","Select Developer","Business Bay",NULL,,"New Launch",,,,,,,,,"<ul class=""live"">
 	<li>Located at Business Bay</li>
 	<li>Developed by H&amp;H Developer</li>
</ul>","Eden House Marasi at Business Bay Dubai","13170"
"326703","mamsha-gardens-at-saadiyat-island","Mamsha Gardens at Saadiyat Island","Aldar Properties","Akoya Damac Hills",NULL,NULL,"New Launch",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"<ul class=""live"">
 	<li>1 to 3 Bedroom Apartment</li>
 	<li>2 &amp; 3 Bedroom Townhouse</li>
 	<li>Starting From AED 3,100,000</li>
 	<li>Located at Saadiyat Island</li>
 	<li>Developed by Aldar Properties</li>
</ul>",NULL,"2636"
"326709","villa-b-at-dubai-islands","Villa B at Dubai Islands","Select Developer","Dubai Islands",NULL,,"New Launch",,,,,,,,,"<ul class=""live"">
 	<li>Located at Dubai Islands</li>
 	<li>Developed by Mr Eight Development</li>
</ul>","Villa B at Dubai Islands","13152"
"326739","laguna-residence-at-city-of-arabia","Laguna Residence at City of Arabia","Select Developer","City of Arabia Dubai",NULL,,"New Launch",,,,,,,,,"<ul class=""live"">
 	<li>Studio, 1, 2 &amp; 3 Bedroom Apartment</li>
 	<li>Starting From AED 600,000</li>
 	<li>Located at City Of Arabia</li>
 	<li>Developed by One Development</li>
</ul>","Laguna Residence at City of Arabia","13484"
"326856","pacific-breeze-villa-by-nakheel-at-palam-jebel-ali","Pacific Breeze Villa by Nakheel at Palam Jebel Ali","Nakheel","Palm Jebel Ali",NULL,,"New Launch",,,,,,,,,"<ul class=""live"">
 	<li>6 Bedroom Villas</li>
 	<li>Located at Jebel Ali</li>
 	<li>Developed by Nakheel</li>
</ul>","Pacific Breeze Villa by Nakheel","11655"
"326884","villa-cyan-sky-at-palm-jebel-ali","Villa Cyan Sky at Palm Jebel Ali","Nakheel","Palm Jebel Ali",NULL,,"New Launch",,,,,,,,,"<ul class=""live"">
 	<li>6 Bedroom Villas</li>
 	<li>Located at Jebel Ali</li>
 	<li>Developed by Nakheel</li>
</ul>","Villa Cyan Sky at Jebel Ali by Nakheel","11572"
"326915","villa-indigo-ocean-at-palm-jebel-ali","Villa Indigo Ocean at Palm Jebel Ali","Nakheel","Palm Jebel Ali",NULL,,"New Launch",,,,,,,,,"<ul class=""live"">
 	<li>5 Bedroom Villas</li>
 	<li>20% Down Payment</li>
 	<li>Located at Jebel Ali</li>
 	<li>Developed by Nakheel</li>
</ul>","Villa Indigo Ocean by Nakheel","11659"
"326958","villa-blue-horizon-at-palm-jebel-ali-by-nakheel","Villa Blue Horizon at Palm Jebel Ali by Nakheel","Nakheel","Palm Jebel Ali",NULL,,"New Launch",,,,,,,,,"<ul class=""live"">
 	<li>6 Bedroom Villas</li>
 	<li>20% Down Payment</li>
 	<li>Located at Jebel Ali</li>
 	<li>Developed by Nakheel</li>
</ul>","Villa Blue Horizon at Jebel Ali by Nakheel","11866"
"327029","takaya-harmony-at-motor-city-dubai","Takaya Harmony at Motor City, Dubai","Select Developer","Motor City Dubai",NULL,,"New Launch",,,,,,,,,"<ul class=""live"">
 	<li>Located at Motor City Dubai</li>
 	<li>Developed By Union Properties</li>
</ul>","Takaya Harmony at Motor City","10653"
